Time,Light,Location,Behaviour
82.4,Off,CloseCorridor,ConspecificInvestigation
82.44,Off,CloseCorridor,ConspecificInvestigation
82.48,Off,CloseCorridor,ConspecificInvestigation
82.52,Off,CloseCorridor,ConspecificInvestigation
82.56,Off,CloseCorridor,ConspecificInvestigation
82.6,Off,CloseCorridor,ConspecificInvestigation
82.64,Off,CloseCorridor,ConspecificInvestigation
82.68,Off,CloseCorridor,ConspecificInvestigation
82.72,Off,CloseCorridor,ConspecificInvestigation
82.76,Off,CloseCorridor,ConspecificInvestigation
82.8,Off,CloseCorridor,ConspecificInvestigation
82.84,Off,CloseCorridor,ConspecificInvestigation
82.88,Off,CloseCorridor,ConspecificInvestigation
82.92,Off,CloseCorridor,ConspecificInvestigation
82.96,Off,CloseCorridor,ConspecificInvestigation
83,Off,CloseCorridor,ConspecificInvestigation
83.04,Off,CloseCorridor,ConspecificInvestigation
83.08,Off,CloseCorridor,ConspecificInvestigation
83.12,Off,CloseCorridor,ConspecificInvestigation
83.16,Off,CloseCorridor,ConspecificInvestigation
83.2,Off,CloseCorridor,ConspecificInvestigation
83.24,Off,CloseCorridor,ConspecificInvestigation
83.28,Off,CloseCorridor,ConspecificInvestigation
83.32,Off,CloseCorridor,ConspecificInvestigation
83.36,Off,CloseCorridor,ConspecificInvestigation
83.4,Off,CloseCorridor,ConspecificInvestigation
83.44,Off,CloseCorridor,ConspecificInvestigation
83.48,Off,CloseCorridor,ConspecificInvestigation
83.52,Off,CloseCorridor,ConspecificInvestigation
83.56,Off,CloseCorridor,ConspecificInvestigation
83.6,Off,CloseCorridor,ConspecificInvestigation
83.64,Off,CloseCorridor,ConspecificInvestigation
83.68,Off,CloseCorridor,ConspecificInvestigation
83.72,Off,CloseCorridor,ConspecificInvestigation
83.76,Off,CloseCorridor,ConspecificInvestigation
83.8,Off,CloseCorridor,ConspecificInvestigation
83.84,Off,CloseCorridor,ConspecificInvestigation
83.88,Off,CloseCorridor,ConspecificInvestigation
83.92,Off,CloseCorridor,ConspecificInvestigation
83.96,Off,CloseCorridor,ConspecificInvestigation
84,Off,CloseCorridor,ConspecificInvestigation
84.04,Off,CloseCorridor,ConspecificInvestigation
84.08,Off,CloseCorridor,Freezing
84.12,Off,CloseCorridor,Freezing
84.16,Off,CloseCorridor,Freezing
84.2,Off,CloseCorridor,Freezing
84.24,Off,CloseCorridor,Freezing
84.28,Off,CloseCorridor,Freezing
84.32,Off,CloseCorridor,Freezing
84.36,Off,CloseCorridor,Freezing
84.4,Off,CloseCorridor,Freezing
84.44,Off,CloseCorridor,Freezing
84.48,Off,CloseCorridor,Freezing
84.52,Off,CloseCorridor,Freezing
84.56,Off,CloseCorridor,ConspecificInvestigation
84.6,Off,CloseCorridor,ConspecificInvestigation
84.64,Off,CloseCorridor,ConspecificInvestigation
84.68,Off,CloseCorridor,ConspecificInvestigation
84.72,Off,CloseCorridor,Freezing
84.76,Off,CloseCorridor,Freezing
84.8,Off,CloseCorridor,Freezing
84.84,Off,CloseCorridor,Freezing
84.88,Off,CloseCorridor,Freezing
84.92,Off,CloseCorridor,Freezing
84.96,Off,CloseCorridor,Freezing
85,Off,CloseCorridor,Freezing
85.04,Off,CloseCorridor,Freezing
85.08,Off,CloseCorridor,Freezing
85.12,Off,CloseCorridor,Freezing
85.16,Off,CloseCorridor,Freezing
85.2,Off,CloseCorridor,Freezing
85.24,Off,CloseCorridor,Freezing
85.28,Off,CloseCorridor,Freezing
85.32,Off,CloseCorridor,Freezing
85.36,Off,CloseCorridor,Freezing
85.4,Off,CloseCorridor,ConspecificInvestigation
85.44,Off,CloseCorridor,ConspecificInvestigation
85.48,Off,CloseCorridor,ConspecificInvestigation
85.52,Off,CloseCorridor,ConspecificInvestigation
85.56,Off,CloseCorridor,ConspecificInvestigation
85.6,Off,CloseCorridor,ConspecificInvestigation
85.64,Off,CloseCorridor,ConspecificInvestigation
85.68,Off,CloseCorridor,ConspecificInvestigation
85.72,Off,CloseCorridor,ConspecificInvestigation
85.76,Off,CloseCorridor,ConspecificInvestigation
85.8,Off,CloseCorridor,ConspecificInvestigation
85.84,Off,CloseCorridor,ConspecificInvestigation
85.88,Off,CloseCorridor,ConspecificInvestigation
85.92,Off,CloseCorridor,ConspecificInvestigation
85.96,Off,CloseCorridor,ConspecificInvestigation
86,Off,CloseCorridor,ConspecificInvestigation
86.04,Off,CloseCorridor,ConspecificInvestigation
86.08,Off,CloseCorridor,ConspecificInvestigation
86.12,Off,CloseCorridor,ConspecificInvestigation
86.16,Off,CloseCorridor,ConspecificInvestigation
86.2,Off,CloseCorridor,ConspecificInvestigation
86.24,Off,CloseCorridor,ConspecificInvestigation
86.28,Off,CloseCorridor,ConspecificInvestigation
86.32,Off,CloseCorridor,ConspecificInvestigation
86.36,Off,CloseCorridor,ConspecificInvestigation
86.4,Off,CloseCorridor,Flight
86.44,Off,CloseCorridor,Flight
86.48,Off,CloseCorridor,Flight
86.52,Off,CloseCorridor,Flight
86.56,Off,CloseCorridor,Flight
86.6,Off,CloseCorridor,Flight
86.64,Off,CloseCorridor,Flight
86.68,Off,CloseCorridor,Flight
86.72,Off,CloseCorridor,Flight
86.76,Off,CloseCorridor,Flight
86.8,Off,CloseCorridor,Flight
86.84,Off,CloseCorridor,Flight
86.88,Off,CloseCorridor,Flight
86.92,Off,CloseCorridor,Flight
86.96,Off,CloseCorridor,Flight
87,Off,CloseCorridor,Flight
87.04,Off,CloseCorridor,Flight
87.08,Off,CloseCorridor,Flight
87.12,Off,CloseCorridor,Flight
87.16,Off,CloseCorridor,Flight
87.2,Off,CloseCorridor,Flight
87.24,Off,CloseCorridor,Flight
87.28,Off,CloseCorridor,Flight
87.32,Off,CloseCorridor,Flight
87.36,Off,CloseCorridor,Flight
87.4,Off,FarCorridor,Flight
87.44,Off,FarCorridor,Flight
87.48,Off,FarCorridor,Flight
87.52,Off,FarCorridor,Flight
87.56,Off,FarCorridor,Flight
87.6,Off,FarCorridor,Flight
87.64,Off,FarCorridor,Flight
87.68,Off,FarCorridor,Flight
87.72,Off,FarCorridor,Flight
87.76,Off,FarCorridor,Flight
87.8,Off,FarCorridor,Flight
87.84,Off,FarCorridor,Flight
87.88,Off,FarCorridor,Flight
87.92,Off,FarCorridor,Flight
87.96,Off,FarCorridor,Flight
88,Off,FarCorridor,Flight
88.04,Off,FarCorridor,Flight
88.08,Off,FarCorridor,Flight
88.12,Off,FarCorridor,Flight
88.16,Off,FarCorridor,Flight
88.2,Off,FarCorridor,Flight
88.24,Off,FarCorridor,Flight
88.28,Off,FarCorridor,Flight
88.32,Off,FarCorridor,Flight
88.36,Off,FarCorridor,Flight
88.4,Off,FarCorridor,Flight
88.44,Off,FarCorridor,Flight
88.48,Off,FarCorridor,Flight
88.52,Off,FarCorridor,Flight
88.56,Off,FarCorridor,Flight
88.6,Off,FarCorridor,locomotion
88.64,Off,FarCorridor,locomotion
88.68,Off,FarCorridor,locomotion
88.72,Off,FarCorridor,locomotion
88.76,Off,FarCorridor,locomotion
88.8,Off,FarCorridor,locomotion
88.84,Off,FarCorridor,locomotion
88.88,Off,FarCorridor,locomotion
88.92,Off,FarCorridor,locomotion
88.96,Off,FarCorridor,locomotion
89,Off,FarCorridor,locomotion
89.04,Off,FarCorridor,locomotion
89.08,Off,FarCorridor,Rearing
89.12,Off,FarCorridor,Rearing
89.16,Off,FarCorridor,Rearing
89.2,Off,FarCorridor,Rearing
89.24,Off,FarCorridor,Rearing
89.28,Off,FarCorridor,Rearing
89.32,Off,FarCorridor,Rearing
89.36,Off,FarCorridor,Rearing
89.4,Off,FarCorridor,Rearing
89.44,Off,FarCorridor,Rearing
89.48,Off,FarCorridor,Rearing
89.52,Off,FarCorridor,Rearing
89.56,Off,FarCorridor,Rearing
89.6,Off,FarCorridor,Rearing
89.64,Off,FarCorridor,Rearing
89.68,Off,FarCorridor,Rearing
89.72,Off,FarCorridor,Rearing
89.76,Off,FarCorridor,Rearing
89.8,Off,FarCorridor,Rearing
89.84,Off,FarCorridor,Rearing
89.88,Off,FarCorridor,Rearing
89.92,Off,FarCorridor,Rearing
89.96,Off,FarCorridor,Rearing
90,Off,FarCorridor,Rearing
90.04,Off,FarCorridor,Rearing
90.08,Off,FarCorridor,Rearing
90.12,Off,FarCorridor,Rearing
90.16,Off,FarCorridor,Rearing
90.2,Off,FarCorridor,Rearing
90.24,Off,FarCorridor,Rearing
90.28,Off,FarCorridor,Rearing
90.32,Off,FarCorridor,Rearing
90.36,Off,FarCorridor,Rearing
90.4,Off,FarCorridor,Rearing
90.44,Off,FarCorridor,Rearing
90.48,Off,FarCorridor,Rearing
90.52,Off,FarCorridor,Rearing
90.56,Off,FarCorridor,Rearing
90.6,Off,FarCorridor,Rearing
90.64,Off,FarCorridor,Rearing
90.68,Off,FarCorridor,Rearing
90.72,Off,FarCorridor,Rearing
90.76,Off,FarCorridor,Rearing
90.8,Off,FarCorridor,Rearing
90.84,Off,FarCorridor,Rearing
90.88,Off,FarCorridor,Rearing
90.92,Off,FarCorridor,Rearing
90.96,Off,FarCorridor,Rearing
91,Off,FarCorridor,Rearing
91.04,Off,FarCorridor,Rearing
91.08,Off,FarCorridor,Rearing
91.12,Off,FarCorridor,Rearing
91.16,Off,FarCorridor,Rearing
91.2,Off,FarCorridor,Rearing
91.24,Off,FarCorridor,Rearing
91.28,Off,FarCorridor,Rearing
91.32,Off,FarCorridor,Rearing
91.36,Off,FarCorridor,Rearing
91.4,Off,FarCorridor,Rearing
91.44,Off,FarCorridor,Rearing
91.48,Off,FarCorridor,Rearing
91.52,Off,FarCorridor,Rearing
91.56,Off,FarCorridor,Rearing
91.6,Off,FarCorridor,Rearing
91.64,Off,FarCorridor,Rearing
91.68,Off,FarCorridor,Rearing
91.72,Off,FarCorridor,Rearing
91.76,Off,FarCorridor,Rearing
91.8,Off,FarCorridor,Rearing
91.84,Off,FarCorridor,Rearing
91.88,Off,FarCorridor,Rearing
91.92,Off,FarCorridor,Rearing
91.96,Off,FarCorridor,Rearing
92,Off,FarCorridor,Rearing
92.04,Off,FarCorridor,Rearing
92.08,Off,FarCorridor,Rearing
92.12,Off,FarCorridor,Rearing
92.16,Off,FarCorridor,Rearing
92.2,Off,FarCorridor,Rearing
92.24,Off,FarCorridor,Rearing
92.28,Off,FarCorridor,Rearing
92.32,Off,FarCorridor,Rearing
92.36,Off,FarCorridor,Rearing
92.4,Off,FarCorridor,Rearing
92.44,Off,FarCorridor,Rearing
92.48,Off,FarCorridor,Rearing
92.52,Off,FarCorridor,Rearing
92.56,Off,FarCorridor,Rearing
92.6,Off,FarCorridor,Rearing
92.64,Off,FarCorridor,Rearing
92.68,Off,FarCorridor,Rearing
92.72,Off,FarCorridor,Rearing
92.76,Off,FarCorridor,Rearing
92.8,Off,FarCorridor,Rearing
92.84,Off,FarCorridor,Rearing
92.88,Off,FarCorridor,Rearing
92.92,Off,FarCorridor,Rearing
92.96,Off,FarCorridor,Rearing
93,Off,FarCorridor,Rearing
93.04,Off,FarCorridor,Rearing
93.08,Off,FarCorridor,Rearing
93.12,Off,FarCorridor,Rearing
93.16,,,
93.2,,,
93.24,,,
93.28,,,
93.32,,,
93.36,,,
93.4,,,
93.44,,,
93.48,,,
93.52,Off,FarCorridor,locomotion
93.56,Off,FarCorridor,locomotion
93.6,Off,FarCorridor,locomotion
93.64,Off,FarCorridor,locomotion
93.68,Off,FarCorridor,locomotion
93.72,Off,FarCorridor,locomotion
93.76,Off,FarCorridor,locomotion
93.8,Off,FarCorridor,locomotion
93.84,Off,FarCorridor,locomotion
93.88,Off,FarCorridor,locomotion
93.92,Off,FarCorridor,locomotion
93.96,Off,FarCorridor,locomotion
94,Off,FarCorridor,locomotion
94.04,Off,FarCorridor,locomotion
94.08,Off,FarCorridor,locomotion
94.12,Off,FarCorridor,locomotion
94.16,Off,FarCorridor,locomotion
94.2,Off,FarCorridor,locomotion
94.24,Off,FarCorridor,locomotion
94.28,Off,FarCorridor,locomotion
94.32,Off,FarCorridor,locomotion
94.36,Off,FarCorridor,locomotion
94.4,Off,CloseCorridor,locomotion
94.44,Off,CloseCorridor,locomotion
94.48,Off,CloseCorridor,locomotion
94.52,Off,CloseCorridor,locomotion
94.56,Off,CloseCorridor,locomotion
94.6,Off,CloseCorridor,locomotion
94.64,Off,CloseCorridor,locomotion
94.68,Off,CloseCorridor,locomotion
94.72,Off,CloseCorridor,locomotion
94.76,Off,CloseCorridor,locomotion
94.8,Off,CloseCorridor,locomotion
94.84,Off,CloseCorridor,locomotion
94.88,Off,CloseCorridor,locomotion
94.92,Off,CloseCorridor,locomotion
94.96,Off,CloseCorridor,locomotion
95,Off,CloseCorridor,locomotion
95.04,Off,CloseCorridor,locomotion
95.08,Off,CloseCorridor,locomotion
95.12,Off,CloseCorridor,locomotion
95.16,Off,CloseCorridor,locomotion
95.2,Off,CloseCorridor,locomotion
95.24,Off,CloseCorridor,locomotion
95.28,Off,CloseCorridor,locomotion
95.32,Off,CloseCorridor,ConspecificInvestigation
95.36,Off,CloseCorridor,ConspecificInvestigation
95.4,Off,CloseCorridor,ConspecificInvestigation
95.44,Off,CloseCorridor,ConspecificInvestigation
95.48,Off,CloseCorridor,ConspecificInvestigation
95.52,Off,CloseCorridor,ConspecificInvestigation
95.56,Off,CloseCorridor,ConspecificInvestigation
95.6,Off,CloseCorridor,ConspecificInvestigation
95.64,Off,CloseCorridor,ConspecificInvestigation
95.68,Off,CloseCorridor,ConspecificInvestigation
95.72,Off,CloseCorridor,ConspecificInvestigation
95.76,Off,CloseCorridor,ConspecificInvestigation
95.8,Off,CloseCorridor,ConspecificInvestigation
95.84,Off,CloseCorridor,ConspecificInvestigation
95.88,Off,CloseCorridor,ConspecificInvestigation
95.92,Off,CloseCorridor,ConspecificInvestigation
95.96,Off,CloseCorridor,ConspecificInvestigation
96,Off,CloseCorridor,ConspecificInvestigation
96.04,Off,CloseCorridor,ConspecificInvestigation
96.08,Off,CloseCorridor,ConspecificInvestigation
96.12,Off,CloseCorridor,ConspecificInvestigation
96.16,Off,CloseCorridor,ConspecificInvestigation
96.2,Off,CloseCorridor,ConspecificInvestigation
96.24,Off,CloseCorridor,ConspecificInvestigation
96.28,Off,CloseCorridor,ConspecificInvestigation
96.32,Off,CloseCorridor,ConspecificInvestigation
96.36,Off,CloseCorridor,ConspecificInvestigation
96.4,Off,CloseCorridor,ConspecificInvestigation
96.44,Off,CloseCorridor,ConspecificInvestigation
96.48,Off,CloseCorridor,ConspecificInvestigation
96.52,Off,CloseCorridor,ConspecificInvestigation
96.56,Off,CloseCorridor,ConspecificInvestigation
96.6,Off,CloseCorridor,ConspecificInvestigation
96.64,Off,CloseCorridor,ConspecificInvestigation
96.68,Off,CloseCorridor,ConspecificInvestigation
96.72,Off,CloseCorridor,ConspecificInvestigation
96.76,Off,CloseCorridor,ConspecificInvestigation
96.8,Off,CloseCorridor,ConspecificInvestigation
96.84,Off,CloseCorridor,ConspecificInvestigation
96.88,Off,CloseCorridor,ConspecificInvestigation
96.92,Off,CloseCorridor,ConspecificInvestigation
96.96,Off,CloseCorridor,ConspecificInvestigation
97,Off,CloseCorridor,ConspecificInvestigation
97.04,Off,CloseCorridor,ConspecificInvestigation
97.08,Off,CloseCorridor,ConspecificInvestigation
97.12,Off,CloseCorridor,ConspecificInvestigation
97.16,Off,CloseCorridor,ConspecificInvestigation
97.2,Off,CloseCorridor,ConspecificInvestigation
97.24,Off,CloseCorridor,ConspecificInvestigation
97.28,Off,CloseCorridor,ConspecificInvestigation
97.32,Off,CloseCorridor,ConspecificInvestigation
97.36,Off,CloseCorridor,ConspecificInvestigation
97.4,Off,CloseCorridor,ConspecificInvestigation
97.44,Off,CloseCorridor,ConspecificInvestigation
97.48,Off,CloseCorridor,ConspecificInvestigation
97.52,Off,CloseCorridor,ConspecificInvestigation
97.56,Off,CloseCorridor,ConspecificInvestigation
97.6,Off,CloseCorridor,ConspecificInvestigation
97.64,Off,CloseCorridor,ConspecificInvestigation
97.68,Off,CloseCorridor,ConspecificInvestigation
97.72,Off,CloseCorridor,ConspecificInvestigation
97.76,Off,CloseCorridor,ConspecificInvestigation
97.8,Off,CloseCorridor,ConspecificInvestigation
97.84,Off,CloseCorridor,ConspecificInvestigation
97.88,Off,CloseCorridor,ConspecificInvestigation
97.92,Off,CloseCorridor,ConspecificInvestigation
97.96,Off,CloseCorridor,ConspecificInvestigation
98,Off,CloseCorridor,ConspecificInvestigation
98.04,Off,CloseCorridor,ConspecificInvestigation
98.08,Off,CloseCorridor,ConspecificInvestigation
98.12,Off,CloseCorridor,ConspecificInvestigation
98.16,Off,CloseCorridor,ConspecificInvestigation
98.2,Off,CloseCorridor,ConspecificInvestigation
98.24,Off,CloseCorridor,ConspecificInvestigation
98.28,Off,CloseCorridor,ConspecificInvestigation
98.32,Off,CloseCorridor,ConspecificInvestigation
98.36,Off,CloseCorridor,ConspecificInvestigation
98.4,Off,CloseCorridor,ConspecificInvestigation
98.44,Off,CloseCorridor,ConspecificInvestigation
98.48,Off,CloseCorridor,ConspecificInvestigation
98.52,Off,CloseCorridor,ConspecificInvestigation
98.56,Off,CloseCorridor,ConspecificInvestigation
98.6,Off,CloseCorridor,ConspecificInvestigation
98.64,Off,CloseCorridor,ConspecificInvestigation
98.68,Off,CloseCorridor,ConspecificInvestigation
98.72,Off,CloseCorridor,ConspecificInvestigation
98.76,Off,CloseCorridor,ConspecificInvestigation
98.8,Off,CloseCorridor,ConspecificInvestigation
98.84,Off,CloseCorridor,ConspecificInvestigation
98.88,Off,CloseCorridor,ConspecificInvestigation
98.92,Off,CloseCorridor,ConspecificInvestigation
98.96,Off,CloseCorridor,ConspecificInvestigation
99,Off,CloseCorridor,ConspecificInvestigation
99.04,Off,CloseCorridor,ConspecificInvestigation
99.08,Off,CloseCorridor,ConspecificInvestigation
99.12,Off,CloseCorridor,ConspecificInvestigation
99.16,Off,CloseCorridor,ConspecificInvestigation
99.2,Off,CloseCorridor,ConspecificInvestigation
99.24,Off,CloseCorridor,ConspecificInvestigation
99.28,Off,CloseCorridor,ConspecificInvestigation
99.32,Off,CloseCorridor,ConspecificInvestigation
99.36,Off,CloseCorridor,ConspecificInvestigation
99.4,Off,CloseCorridor,ConspecificInvestigation
99.44,Off,CloseCorridor,ConspecificInvestigation
99.48,Off,CloseCorridor,ConspecificInvestigation
99.52,Off,CloseCorridor,ConspecificInvestigation
99.56,Off,CloseCorridor,ConspecificInvestigation
99.6,Off,CloseCorridor,ConspecificInvestigation
99.64,Off,CloseCorridor,ConspecificInvestigation
99.68,Off,CloseCorridor,ConspecificInvestigation
99.72,Off,CloseCorridor,ConspecificInvestigation
99.76,Off,CloseCorridor,ConspecificInvestigation
99.8,Off,CloseCorridor,ConspecificInvestigation
99.84,Off,CloseCorridor,ConspecificInvestigation
99.88,Off,CloseCorridor,ConspecificInvestigation
99.92,Off,CloseCorridor,ConspecificInvestigation
99.96,Off,CloseCorridor,ConspecificInvestigation
100,Off,CloseCorridor,ConspecificInvestigation
100.04,Off,CloseCorridor,ConspecificInvestigation
100.08,Off,CloseCorridor,ConspecificInvestigation
100.12,Off,CloseCorridor,ConspecificInvestigation
100.16,Off,CloseCorridor,ConspecificInvestigation
100.2,Off,CloseCorridor,ConspecificInvestigation
100.24,Off,CloseCorridor,ConspecificInvestigation
100.28,Off,CloseCorridor,ConspecificInvestigation
100.32,Off,CloseCorridor,ConspecificInvestigation
100.36,Off,CloseCorridor,ConspecificInvestigation
100.4,Off,CloseCorridor,ConspecificInvestigation
100.44,Off,CloseCorridor,ConspecificInvestigation
100.48,Off,CloseCorridor,ConspecificInvestigation
100.52,Off,CloseCorridor,ConspecificInvestigation
100.56,Off,CloseCorridor,ConspecificInvestigation
100.6,Off,CloseCorridor,ConspecificInvestigation
100.64,Off,CloseCorridor,ConspecificInvestigation
100.68,Off,CloseCorridor,ConspecificInvestigation
100.72,Off,CloseCorridor,ConspecificInvestigation
100.76,Off,CloseCorridor,ConspecificInvestigation
100.8,Off,CloseCorridor,ConspecificInvestigation
100.84,Off,CloseCorridor,ConspecificInvestigation
100.88,Off,CloseCorridor,ConspecificInvestigation
100.92,Off,CloseCorridor,ConspecificInvestigation
100.96,Off,CloseCorridor,ConspecificInvestigation
101,Off,CloseCorridor,ConspecificInvestigation
101.04,Off,CloseCorridor,ConspecificInvestigation
101.08,Off,CloseCorridor,ConspecificInvestigation
101.12,Off,CloseCorridor,ConspecificInvestigation
101.16,Off,CloseCorridor,ConspecificInvestigation
101.2,Off,CloseCorridor,ConspecificInvestigation
101.24,Off,CloseCorridor,ConspecificInvestigation
101.28,Off,CloseCorridor,ConspecificInvestigation
101.32,Off,CloseCorridor,ConspecificInvestigation
101.36,Off,CloseCorridor,ConspecificInvestigation
101.4,Off,CloseCorridor,ConspecificInvestigation
101.44,Off,CloseCorridor,ConspecificInvestigation
101.48,Off,CloseCorridor,ConspecificInvestigation
101.52,Off,CloseCorridor,ConspecificInvestigation
101.56,Off,CloseCorridor,ConspecificInvestigation
101.6,Off,CloseCorridor,ConspecificInvestigation
101.64,Off,CloseCorridor,ConspecificInvestigation
101.68,Off,CloseCorridor,ConspecificInvestigation
101.72,Off,CloseCorridor,ConspecificInvestigation
101.76,Off,CloseCorridor,ConspecificInvestigation
101.8,Off,CloseCorridor,Freezing
101.84,Off,CloseCorridor,Freezing
101.88,Off,CloseCorridor,Freezing
101.92,Off,CloseCorridor,Freezing
101.96,Off,CloseCorridor,Freezing
102,Off,CloseCorridor,Freezing
102.04,Off,CloseCorridor,Freezing
102.08,Off,CloseCorridor,Freezing
102.12,Off,CloseCorridor,Freezing
102.16,Off,CloseCorridor,Freezing
102.2,Off,CloseCorridor,Freezing
102.24,Off,CloseCorridor,Freezing
102.28,Off,CloseCorridor,Freezing
102.32,Off,CloseCorridor,Freezing
102.36,Off,CloseCorridor,Freezing
102.4,Off,CloseCorridor,Freezing
102.44,Off,CloseCorridor,Freezing
102.48,Off,CloseCorridor,Freezing
102.52,Off,CloseCorridor,Freezing
102.56,Off,CloseCorridor,Freezing
102.6,Off,CloseCorridor,Freezing
102.64,Off,CloseCorridor,Freezing
102.68,Off,CloseCorridor,Freezing
102.72,Off,CloseCorridor,Freezing
102.76,Off,CloseCorridor,Freezing
102.8,Off,CloseCorridor,Freezing
102.84,Off,CloseCorridor,Freezing
102.88,Off,CloseCorridor,ConspecificInvestigation
102.92,Off,CloseCorridor,ConspecificInvestigation
102.96,Off,CloseCorridor,ConspecificInvestigation
103,Off,CloseCorridor,ConspecificInvestigation
103.04,Off,CloseCorridor,ConspecificInvestigation
103.08,Off,CloseCorridor,ConspecificInvestigation
103.12,Off,CloseCorridor,ConspecificInvestigation
103.16,Off,CloseCorridor,ConspecificInvestigation
103.2,Off,CloseCorridor,ConspecificInvestigation
103.24,Off,CloseCorridor,ConspecificInvestigation
103.28,Off,CloseCorridor,ConspecificInvestigation
103.32,Off,CloseCorridor,ConspecificInvestigation
103.36,Off,CloseCorridor,ConspecificInvestigation
103.4,Off,CloseCorridor,ConspecificInvestigation
103.44,Off,CloseCorridor,ConspecificInvestigation
103.48,Off,CloseCorridor,ConspecificInvestigation
103.52,Off,CloseCorridor,ConspecificInvestigation
103.56,Off,CloseCorridor,ConspecificInvestigation
103.6,Off,CloseCorridor,ConspecificInvestigation
103.64,Off,CloseCorridor,ConspecificInvestigation
103.68,Off,CloseCorridor,locomotion
103.72,Off,CloseCorridor,locomotion
103.76,Off,CloseCorridor,locomotion
103.8,Off,CloseCorridor,locomotion
103.84,Off,CloseCorridor,locomotion
103.88,Off,CloseCorridor,locomotion
103.92,Off,CloseCorridor,locomotion
103.96,Off,CloseCorridor,locomotion
104,Off,CloseCorridor,locomotion
104.04,Off,CloseCorridor,locomotion
104.08,Off,CloseCorridor,locomotion
104.12,Off,CloseCorridor,locomotion
104.16,Off,CloseCorridor,locomotion
104.2,Off,CloseCorridor,locomotion
104.24,Off,CloseCorridor,locomotion
104.28,Off,CloseCorridor,locomotion
104.32,Off,CloseCorridor,locomotion
104.36,Off,CloseCorridor,locomotion
104.4,Off,CloseCorridor,locomotion
104.44,Off,CloseCorridor,Rearing
104.48,Off,CloseCorridor,Rearing
104.52,Off,FarCorridor,Rearing
104.56,Off,FarCorridor,Rearing
104.6,Off,FarCorridor,Rearing
104.64,Off,FarCorridor,Rearing
104.68,Off,FarCorridor,Rearing
104.72,Off,FarCorridor,Rearing
104.76,Off,FarCorridor,Rearing
104.8,Off,FarCorridor,Rearing
104.84,Off,FarCorridor,Rearing
104.88,Off,FarCorridor,Rearing
104.92,Off,FarCorridor,Rearing
104.96,Off,FarCorridor,Rearing
105,Off,FarCorridor,Rearing
105.04,Off,FarCorridor,Rearing
105.08,Off,FarCorridor,Rearing
105.12,Off,FarCorridor,Rearing
105.16,Off,FarCorridor,Rearing
105.2,Off,FarCorridor,Rearing
105.24,Off,FarCorridor,Rearing
105.28,Off,FarCorridor,Rearing
105.32,Off,FarCorridor,Rearing
105.36,Off,FarCorridor,Rearing
105.4,Off,FarCorridor,Rearing
105.44,Off,FarCorridor,Rearing
105.48,Off,FarCorridor,Rearing
105.52,Off,FarCorridor,Rearing
105.56,Off,FarCorridor,Rearing
105.6,Off,FarCorridor,Rearing
105.64,Off,FarCorridor,Rearing
105.68,Off,FarCorridor,Rearing
105.72,Off,FarCorridor,Rearing
105.76,Off,FarCorridor,Rearing
105.8,Off,FarCorridor,Rearing
105.84,Off,FarCorridor,Rearing
105.88,Off,FarCorridor,Rearing
105.92,Off,FarCorridor,Rearing
105.96,Off,FarCorridor,Rearing
106,Off,FarCorridor,Rearing
106.04,Off,FarCorridor,Rearing
106.08,Off,FarCorridor,Rearing
106.12,Off,FarCorridor,Rearing
106.16,Off,FarCorridor,Rearing
106.2,Off,FarCorridor,Rearing
106.24,Off,FarCorridor,Rearing
106.28,Off,FarCorridor,Rearing
106.32,Off,FarCorridor,Rearing
106.36,Off,FarCorridor,Rearing
106.4,Off,FarCorridor,Rearing
106.44,Off,FarCorridor,Rearing
106.48,Off,FarCorridor,Rearing
106.52,Off,FarCorridor,Rearing
106.56,Off,FarCorridor,Rearing
106.6,Off,FarCorridor,Rearing
106.64,Off,FarCorridor,Rearing
106.68,Off,FarCorridor,Rearing
106.72,Off,FarCorridor,Rearing
106.76,Off,FarCorridor,Rearing
106.8,Off,FarCorridor,Rearing
106.84,Off,FarCorridor,Rearing
106.88,Off,FarCorridor,Rearing
106.92,Off,FarCorridor,Rearing
106.96,Off,FarCorridor,Rearing
107,Off,FarCorridor,Rearing
107.04,Off,FarCorridor,Rearing
107.08,Off,FarCorridor,Rearing
107.12,Off,FarCorridor,Rearing
107.16,Off,FarCorridor,Rearing
107.2,Off,FarCorridor,Rearing
107.24,Off,FarCorridor,Rearing
107.28,Off,FarCorridor,Rearing
107.32,Off,FarCorridor,Rearing
107.36,Off,FarCorridor,Rearing
107.4,Off,FarCorridor,Rearing
107.44,Off,FarCorridor,Rearing
107.48,Off,FarCorridor,Rearing
107.52,Off,FarCorridor,Rearing
107.56,Off,FarCorridor,Rearing
107.6,Off,FarCorridor,Rearing
107.64,Off,FarCorridor,Rearing
107.68,Off,FarCorridor,Rearing
107.72,Off,FarCorridor,Rearing
107.76,Off,FarCorridor,Rearing
107.8,Off,FarCorridor,Rearing
107.84,Off,FarCorridor,Rearing
107.88,Off,FarCorridor,Rearing
107.92,Off,FarCorridor,Rearing
107.96,Off,FarCorridor,Rearing
108,Off,FarCorridor,Rearing
108.04,Off,FarCorridor,Rearing
108.08,Off,FarCorridor,Rearing
108.12,Off,FarCorridor,Rearing
108.16,Off,FarCorridor,Rearing
108.2,Off,FarCorridor,Rearing
108.24,Off,FarCorridor,Rearing
